"Genotype","Average.halting.duration","Estimated.distance.moved","Estimated.duration.halting","Estimated.duration.halting..duration...180.","Estimated.duration.halting..180....duration...1500.","Estimated.duration.halting..duration....1500.","Estimated.duration.moving","Estimated.duration.moving..duration...10.","Estimated.duration.moving..10....duration...50.","Estimated.duration.moving..duration....50.","Estimated.duration.moving..velocity...0.2.","Estimated.duration.moving..0.2....velocity...0.4.","Estimated.duration.moving..velocity....0.4.","Halt.frequency","Halt.frequency..duration...180.","Halt.frequency..180....duration...1500.","Halt.frequency..duration....1500.","Movement.frequency","Movement.frequency..duration...10.","Movement.frequency..10....duration...50.","Movement.frequency..duration....50.","Movement.frequency..velocity...0.2.","Movement.frequency..0.2....velocity...0.4.","Movement.frequency..velocity....0.4.","Ratio.halting.to.detection.duration","Ratio.movement.to.detection.duration","Ratio.movement.to.halting.duration"
"234",551.98,12.75,4968.19,229.42,520.44,4218.33,132.01,15,117.01,0,132.01,0,0,9,5,2,2,8,3,5,0,8,0,0,0.97,0.03,0.03
"74",47.8,160.93,3585.08,1695.33,1889.75,0,1515.12,111.01,986.28,417.83,1440.71,74.41,0,75.01,69.01,6,0,75.01,26,43,6,71.01,4,0,0.7,0.3,0.42
"74",113.09,55.97,4410.95,1167.09,3243.85,0,688.85,97.41,342.03,249.42,688.85,0,0,39,33,6,0,39,18,17,4,39,0,0,0.86,0.14,0.16
"74",122.49,68.79,4409.95,1335.1,3074.84,0,689.85,94.41,359.63,235.82,689.85,0,0,36,26,10,0,35,16,16,3,35,0,0,0.86,0.14,0.16
"74",63.17,211.81,3474.87,1435.71,2039.16,0,1624.93,115.21,465.84,1043.88,1598.13,26.8,0,55,51,4,0,55,22,18,15,54,1,0,0.68,0.32,0.47
"74",122.13,66.22,4396.94,1293.1,1532.52,1571.32,703.26,61.8,590.05,51.4,703.26,0,0,36,33,2,1,36,11,24,1,36,0,0,0.86,0.14,0.16
"74",485.8,24.12,4858.38,47.4,1362.51,3448.47,241.82,15.4,139.01,87.41,241.82,0,0,10,4,5,1,9,3,5,1,9,0,0,0.95,0.05,0.05
"349",38.77,391.83,2559,1666.33,892.67,0,2541.2,94.01,795.66,1651.53,2079.16,462.04,0,66.01,64.01,2,0,66.01,21,27,18,59,7,0,0.5,0.5,0.99
"349",186.93,203.7,3925.91,673.65,1560.32,1691.93,1174.29,34,141.61,998.68,853.07,321.23,0,21,18,2,1,21,7,5,9,19,2,0,0.77,0.23,0.3
"349",118.82,207.27,3921.51,545.84,3375.66,0,1178.69,46,474.84,657.85,866.07,312.62,0,33,30,3,0,34,8,18,8,26,8,0,0.77,0.23,0.3
"349",106.65,52.24,4586.36,1143.29,859.87,2583.2,513.44,121.21,392.23,0,510.24,3.2,0,43,39,3,1,42,23,19,0,41,1,0,0.9,0.1,0.11
"349",71.52,244.92,3647.89,1514.12,275.02,1858.75,1452.31,85.61,703.86,662.85,1096.69,355.63,0,51,49,1,1,50,14,28,8,40,10,0,0.72,0.28,0.4
"349",264.42,72.8,4495.55,693.85,3801.7,0,604.65,31.8,211.42,361.43,604.65,0,0,17,13,4,0,17,5,8,4,17,0,0,0.88,0.12,0.13
"312",48.93,157.21,3621.28,1676.53,1944.75,0,1478.92,133.01,871.27,474.64,1462.11,16.8,0,74.01,70.01,4,0,73.01,28,40,5,72.01,1,0,0.71,0.29,0.41
"312",268.92,20.35,4840.98,199.42,2444.59,2196.97,259.22,57,130.01,72.21,259.22,0,0,18,12,5,1,17,10,6,1,17,0,0,0.95,0.05,0.05
"312",43.76,247.3,3151.05,1912.75,1238.3,0,1948.75,108.01,1102.09,738.66,1709.13,239.62,0,72.01,68.01,4,0,71.01,20,43,8,68.01,3,0,0.62,0.38,0.62
"312",125.47,63.48,4517.35,624.45,453.04,3439.87,582.85,50.6,480.24,52,554.64,28.2,0,36,32,2,2,35,13,21,1,34,1,0,0.89,0.11,0.13
"312",358.92,38.81,4666.37,329.43,0,4336.94,320.63,20.8,147.61,152.21,320.63,0,0,13,11,0,2,12,5,6,1,12,0,0,0.91,0.06,0.07
"312",340.86,28.08,4834.56,460.56,2005.76,2368.25,265.64,28.37,112.66,124.61,265.64,0,0,14.18,10.13,3.04,1.01,13.17,6.08,5.07,2.03,13.17,0,0,0.95,0.05,0.05
"140",273.39,12.05,4921.39,674.85,1803.14,2443.39,178.81,49.4,75.61,53.8,178.81,0,0,18,13,4,1,17,11,5,1,17,0,0,0.96,0.04,0.04
"140",233.82,69.31,4442.95,615.25,0,3827.7,657.25,15.2,235.02,407.03,657.25,0,0,19,17,0,2,18,3,10,5,18,0,0,0.87,0.13,0.15
"140",304.56,56.86,4569.12,506.48,4062.64,0,531.08,14.6,269.44,247.04,531.08,0,0,15,9,6,0,15,3,10,2,15,0,0,0.9,0.1,0.12
"140",160.34,39.73,4650.36,1177.89,1788.94,1683.53,449.84,51.6,398.23,0,449.84,0,0,29,26,2,1,28,9,19,0,28,0,0,0.91,0.09,0.1
"140",254.29,58.6,4577.56,875.07,1820.54,1881.95,522.64,18,320.83,183.81,522.64,0,0,18,15,2,1,17,4,10,3,17,0,0,0.9,0.1,0.11
"140",62.82,125.6,4039.84,696.42,1298.31,2045.11,1059.96,133.54,459.35,467.07,1054.38,5.57,0,64.3,60.02,3.22,1.07,52.52,26.79,19.29,6.43,51.44,1.07,0,0.79,0.21,0.26
"140",1.2,448.84,437.16,437.16,0,0,4663.04,1602.92,3060.12,0,4663.04,0,0,364.3,364.3,0,0,364.3,182.15,182.15,0,364.3,0,0,0.09,0.91,10.67
"12",412.87,11.3,4954.79,431.03,2611,1912.75,145.41,30,115.41,0,145.41,0,0,12,8,3,1,11,6,5,0,11,0,0,0.97,0.03,0.03
"12",81.59,123.44,3916.71,981.08,2935.63,0,1183.49,64.61,723.66,395.23,1183.49,0,0,48,42,6,0,47,13,28,6,47,0,0,0.77,0.23,0.3
"12",65.66,314.37,3283.26,819.06,2464.19,0,1816.74,68.61,618.85,1129.29,1187.09,629.65,0,50,46,4,0,50,13,25,12,43,7,0,0.64,0.36,0.55
"12",552.58,9.21,4973.59,349.83,678.25,3945.51,126.61,20,106.61,0,126.61,0,0,9,6,2,1,8,4,4,0,8,0,0,0.98,0.02,0.03
"12",14.2,183.98,1986,1986,0,0,3114.2,0,3114.2,0,3114.2,0,0,139.86,139.86,0,0,93.24,0,93.24,0,93.24,0,0,0.39,0.61,1.57
"12",1272.85,0.56,5091.8,40.6,1483.72,3567.48,8.4,8.4,0,0,8.4,0,0,4,2,1,1,3,3,0,0,3,0,0,1,0,0
"346",43.33,183.61,3336.66,2033.36,1303.3,0,1763.54,194.62,656.65,912.27,1763.54,0,0,77.01,76.01,1,0,77.01,37,27,13,77.01,0,0,0.65,0.35,0.53
"346",258.54,12.85,4912.59,532.44,4380.14,0,187.61,64.41,123.21,0,187.61,0,0,19,12,7,0,18,11,7,0,18,0,0,0.96,0.04,0.04
"346",120.4,164.35,4108.42,679.05,1020.88,2408.49,991.38,63.23,373.55,554.6,719.8,271.58,0,34.12,31.11,2.01,1,33.12,13.05,14.05,6.02,27.1,6.02,0,0.81,0.19,0.24
"346",132.86,90.62,4222.94,937.15,1545.79,1739.99,876.86,53.73,378.14,444.99,876.86,0,0,31.79,28.71,2.05,1.03,30.76,10.25,14.35,6.15,30.76,0,0,0.83,0.17,0.21
"346",106.52,118.27,4154.73,955.07,392.23,2807.42,945.47,58.4,598.05,289.02,945.47,0,0,39,37,1,1,39,11,24,4,39,0,0,0.81,0.19,0.23
"346",452.31,10.15,4975.79,340.03,2428.59,2207.17,124.41,21.4,103.01,0,124.41,0,0,11,7,3,1,10,6,4,0,10,0,0,0.98,0.02,0.03
"346",179.09,105.8,4298.54,858.87,3439.67,0,801.66,34,266.82,500.84,801.66,0,0,24,19,5,0,23,8,9,6,23,0,0,0.84,0.16,0.19
"146",246.61,48.86,4685.97,462.64,413.23,3810.1,414.23,39.4,188.01,186.81,414.23,0,0,19,16,1,2,18,7,9,2,18,0,0,0.92,0.08,0.09
"146",406.45,32.74,4877.78,262.82,1187.09,3427.87,222.42,23.8,81.81,116.81,105.61,116.81,0,12,9,2,1,11,5,4,2,9,2,0,0.96,0.04,0.05
"146",98.03,166.69,3725.29,886.07,738.86,2100.36,1374.91,48,501.44,825.46,1374.91,0,0,38,35,2,1,38,9,18,11,38,0,0,0.73,0.27,0.37
"146",389.08,45.76,4669.37,242.42,1363.11,3063.84,430.43,10,138.41,282.02,430.43,0,0,12,8,3,1,12,3,6,3,12,0,0,0.92,0.08,0.09
"146",93,221.9,3720.49,1044.88,2675.61,0,1379.71,67.61,494.24,817.86,1091.49,288.22,0,40,36,4,0,40,13,18,9,37,3,0,0.73,0.27,0.37
"146",63.54,216.99,3558.68,1730.54,1828.14,0,1541.52,59.4,1005.08,477.04,1263.3,278.22,0,56,53,3,0,56,11,38,7,49,7,0,0.7,0.3,0.43
"135",60.81,216.04,3648.89,1408.91,2239.98,0,1451.31,99.41,1095.89,256.02,1267.5,183.81,0,60,57,3,0,59,17,38,4,52,7,0,0.72,0.28,0.4
"135",197.78,30.98,4747.17,396.63,2270.38,2080.16,353.03,47.4,305.62,0,349.63,3.4,0,24,19,4,1,23,10,13,0,22,1,0,0.93,0.07,0.07
"135",216.06,28.27,4753.77,499.44,4254.33,0,346.23,43.8,251.82,50.6,346.23,0,0,22,16,6,0,21,9,11,1,21,0,0,0.93,0.07,0.07
"135",597.58,36.02,4780.97,202.82,2381.79,2196.37,319.03,2.4,67.81,248.82,319.03,0,0,8,4,3,1,7,1,4,2,7,0,0,0.94,0.06,0.07
"135",124.56,79.81,4359.94,691.85,1649.33,2018.76,739.86,79.61,371.43,288.82,739.86,0,0,35,32,2,1,34,14,16,4,34,0,0,0.85,0.15,0.17
"135",608.75,32.61,4870.38,310.02,0,4560.36,229.82,15.8,131.41,82.61,229.82,0,0,8,6,0,2,8,3,4,1,8,0,0,0.95,0.05,0.05
"135",271.26,53.84,4611.76,675.25,1206.09,2730.41,488.44,52.4,97.81,338.23,488.44,0,0,17,15,1,1,17,9,3,5,17,0,0,0.9,0.1,0.11
"43",108.77,117.34,4024.72,792.26,1487.72,1744.74,1075.48,71.01,350.23,654.25,1075.48,0,0,37,35,1,1,36,14,14,8,36,0,0,0.79,0.21,0.27
"43",235.72,38.58,4714.77,474.44,4240.33,0,385.03,41,239.42,104.61,378.43,6.6,0,20,14,6,0,19,9,9,1,18,1,0,0.92,0.08,0.08
"43",1251.1,6.62,5004.79,142.41,872.87,3989.51,95.41,9,15,71.41,95.41,0,0,4,2,1,1,3,1,1,1,3,0,0,0.98,0.02,0.02
"43",5099.8,0,5100.2,0,0,5100.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"43",136.62,100.09,4378.01,1108.72,3269.29,0,721.79,54.68,379.52,287.59,665.71,56.08,0,32.04,28.04,4.01,0,31.04,12.02,15.02,4.01,30.04,1,0,0.86,0.14,0.16
"43",389.93,12.06,5012.78,60.85,1515.23,3436.7,87.42,12.86,74.56,0,87.42,0,0,12.86,8.57,2.14,2.14,8.57,4.29,4.29,0,8.57,0,0,0.98,0.02,0.02
"45",53.51,287.33,2996.64,1256.1,1740.54,0,2103.56,78.41,708.46,1316.7,2103.56,0,0,56,54,2,0,56,14,26,16,56,0,0,0.59,0.41,0.7
"45",614.38,24.81,4918.47,143.7,1271.1,3503.67,177.33,14.81,61.24,101.27,177.33,0,0,8.01,5,2,1,7,4,2,1,7,0,0,0.96,0.03,0.04
"45",61.14,539.31,2629.41,1001.08,1628.33,0,2281.38,74.61,446.84,1759.94,1204.09,537.04,540.24,43,41,2,0,42,12,16,14,32,8,2,0.52,0.45,0.87
"45",112.25,143.05,4041.32,830.07,3211.25,0,1058.88,65.01,354.63,639.25,852.27,206.62,0,36,31,5,0,36,13,15,8,32,4,0,0.79,0.21,0.26
"45",1002.76,5.77,5057.03,42.77,0,5014.27,43.17,7.67,35.5,0,43.17,0,0,5.04,4.03,0,1.01,4.03,1.01,3.03,0,4.03,0,0,0.99,0.01,0.01
"45",181.56,131.68,4224.84,567.79,1872.13,1784.92,875.36,31.16,212.67,631.53,700.13,175.23,0,23.27,20.23,2.02,1.01,22.26,5.06,9.11,8.09,20.23,2.02,0,0.83,0.17,0.21
"112",91.46,107.41,4207.53,1364.31,2843.22,0,892.67,100.41,513.64,278.62,871.47,21.2,0,46,42,4,0,45,16,24,5,44,1,0,0.82,0.18,0.21
"112",65.71,338.77,3088.44,1372.51,1715.93,0,2011.76,43.4,533.84,1434.51,1479.32,532.44,0,47,40,7,0,46,10,22,14,43,3,0,0.61,0.39,0.65
"112",325.21,22.82,4878.58,190.81,4687.77,0,221.62,29.2,135.21,57.2,221.62,0,0,15,10,5,0,14,7,6,1,14,0,0,0.96,0.04,0.05
"112",56.37,459.28,3213.25,1457.91,0,1755.34,1886.95,65.61,949.67,871.67,693.25,1105.89,87.81,57,56,0,1,57,13,34,10,34,22,1,0.63,0.37,0.59
"112",54.79,223.99,3232.85,1130.29,2102.56,0,1866.95,98.41,704.86,1063.68,1644.13,222.82,0,59,56,3,0,58,17,28,13,54,4,0,0.63,0.37,0.58
"112",86.66,225.6,3553.28,1177.89,2375.39,0,1546.92,57.8,391.03,1098.09,1477.12,69.81,0,41,34,7,0,40,8,18,14,39,1,0,0.7,0.3,0.44
"319",2548.8,0.18,5098,0,0,5098,2.2,2.2,0,0,2.2,0,0,2,0,0,2,1,1,0,0,1,0,0,1,0,0
"319",360.2,58.41,4682.97,218.82,823.66,3640.49,417.23,37.4,38.2,341.63,417.23,0,0,13,9,2,2,12,6,1,5,12,0,0,0.92,0.08,0.09
"319",143.11,171.19,3864.3,809.86,3054.44,0,1214.7,38.6,119.21,1056.88,1214.7,0,0,27,21,6,0,26,7,7,12,26,0,0,0.76,0.24,0.31
"319",34.33,771.76,2059.96,1475.32,584.65,0,3039.84,38.8,592.05,2408.99,1078.88,1810.14,150.81,60,58,2,0,59,7,28,24,35,23,1,0.4,0.6,1.48
"319",244.16,19.1,4883.58,617.85,687.05,3578.68,216.22,59.6,156.61,0,216.22,0,0,20,16,3,1,20,12,8,0,20,0,0,0.96,0.04,0.04
"319",241.08,27.36,4821.98,556.24,862.67,3403.07,278.22,43.6,234.62,0,271.62,6.6,0,20,18,1,1,19,9,10,0,18,1,0,0.95,0.05,0.06
"319",124.21,131.57,4128.75,704.11,1534.73,1889.91,864.07,57.01,397.08,409.97,721.84,142.23,0,33.24,30.22,2.01,1.01,30.22,10.07,16.12,4.03,27.2,3.02,0,0.81,0.17,0.21
"319",71.04,164.53,3552.48,1481.12,2071.36,0,1547.72,70.61,581.25,895.87,1547.72,0,0,50,47,3,0,49,14,24,11,49,0,0,0.7,0.3,0.44
"333",287.6,22.79,4889.58,301.82,2456.39,2131.37,210.62,50.8,92.81,67.01,210.62,0,0,17,13,3,1,16,10,5,1,16,0,0,0.96,0.04,0.04
"333",194.44,42.25,4666.97,1041.48,3625.48,0,433.23,38.8,285.02,109.41,433.23,0,0,24,18,6,0,23,9,13,1,23,0,0,0.92,0.08,0.09
"333",56.8,170.27,3578.88,1340.71,453.04,1785.14,1520.92,132.21,715.46,673.25,1476.32,44.6,0,63,60,2,1,63,23,31,9,61,2,0,0.7,0.3,0.42
"333",78.5,322.86,3140.25,598.05,2542.2,0,1959.95,22,641.65,1296.3,1375.51,584.45,0,40,35,5,0,39,4,22,13,36,3,0,0.62,0.38,0.62
"333",110.97,99.33,4217.33,1402.51,2814.82,0,882.87,73.41,513.64,295.82,882.87,0,0,38,34,4,0,37,13,20,4,37,0,0,0.83,0.17,0.21
"333",349.66,18.87,4895.58,422.23,1007.48,3465.87,204.02,20.8,183.21,0,204.02,0,0,14,11,2,1,13,5,8,0,13,0,0,0.96,0.04,0.04
"338",142.7,70.94,4424.15,931.67,3492.47,0,676.05,60.4,370.63,245.02,623.25,52.8,0,31,27,4,0,31,11,16,4,30,1,0,0.87,0.13,0.15
"338",365.05,86.47,4380.94,191.82,2378.39,1810.74,719.26,5,96.81,617.45,719.26,0,0,12,8,3,1,11,1,4,6,11,0,0,0.86,0.14,0.16
"338",448.45,13.31,4933.39,390.03,1183.49,3359.86,166.41,42.6,123.81,0,166.41,0,0,11,8,2,1,11,6,5,0,11,0,0,0.97,0.03,0.03
"338",272.91,14.42,4912.79,522.64,2128.97,2261.18,187.41,56.6,130.81,0,187.41,0,0,18,12,5,1,17,12,5,0,17,0,0,0.96,0.04,0.04
"338",206.13,96.19,4329.14,714.86,1786.74,1827.54,771.06,44,232.42,494.64,771.06,0,0,21,16,4,1,21,8,7,6,21,0,0,0.85,0.15,0.18
"338",1017.88,0.91,5089.8,132.21,405.43,4552.16,10.4,10.4,0,0,10.4,0,0,5,3,1,1,4,4,0,0,4,0,0,1,0,0
"278",133.68,108.78,4144.53,1053.68,3090.84,0,955.67,51.2,327.03,577.45,955.67,0,0,31,28,3,0,30,11,12,7,30,0,0,0.81,0.19,0.23
"278",91.89,97.4,4227.13,1474.12,803.06,1949.95,873.07,92.41,499.24,281.42,873.07,0,0,46,44,1,1,45,17,23,5,45,0,0,0.83,0.17,0.21
"278",213.14,128.35,4263.13,471.84,729.66,3061.64,837.07,19.4,185.61,632.05,722.66,114.41,0,20,18,1,1,20,5,6,9,18,2,0,0.84,0.16,0.2
"278",175.99,267.71,4048.12,665.65,1777.14,1605.33,1052.08,48.6,195.22,808.26,282.42,769.66,0,23,19,3,1,22,8,8,6,16,6,0,0.79,0.21,0.26
"278",703.94,25.2,4927.99,187.01,1005.88,3735.09,172.21,20.2,23.4,128.61,172.21,0,0,7,4,2,1,6,3,2,1,6,0,0,0.97,0.03,0.03
"278",1007.8,5.6,5039.4,2.2,1135.49,3901.71,60.8,10,50.8,0,60.8,0,0,5,1,2,2,4,2,2,0,4,0,0,0.99,0.01,0.01
"289",305.32,55.42,4580.16,246.22,0,4333.94,520.04,12.2,212.42,295.42,520.04,0,0,15,14,0,1,15,2,9,4,15,0,0,0.9,0.1,0.11
"289",134.31,90.9,4298.34,1171.89,3126.45,0,801.86,90.81,317.02,394.03,801.86,0,0,32,26,6,0,31,16,11,4,31,0,0,0.84,0.16,0.19
"289",2544.8,0,5090,0,235.22,4854.78,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0
"289",699.4,20.24,4896.18,276.22,1034.68,3585.28,204.02,10.4,135.01,58.6,204.02,0,0,7,4,2,1,7,2,4,1,7,0,0,0.96,0.04,0.04
"289",264.52,97.23,4497.15,561.24,1869.95,2065.96,603.05,28.2,174.01,400.83,441.43,161.61,0,17,13,3,1,16,6,5,5,14,2,0,0.88,0.12,0.13
"289",231.08,713.95,2773.22,233.22,2540,0,2326.98,10.2,13.8,2302.98,84.41,2242.58,0,12,10,2,0,11,3,1,7,4,7,0,0.54,0.46,0.84
"289",544.22,19.87,4898.38,189.61,1035.68,3673.09,201.82,19.2,40.2,142.41,201.82,0,0,9,4,3,2,9,5,2,2,9,0,0,0.96,0.04,0.04
"302",135.37,173.05,4061.32,743.46,3317.86,0,1038.88,28,238.82,772.06,728.86,310.02,0,30,25,5,0,29,6,10,13,23,6,0,0.8,0.2,0.26
"302",53.64,144.11,3648.09,2224.37,1423.71,0,1452.11,108.61,1056.28,287.22,1452.11,0,0,68.01,65.01,3,0,68.01,20,44,4,67.01,0,0,0.72,0.28,0.4
"302",501.66,6.78,5016.99,262.02,2692.61,2062.36,83.01,25.2,57.8,0,83.01,0,0,10,4,5,1,9,7,2,0,9,0,0,0.98,0.02,0.02
"302",1017.12,0.98,5086,113.01,1422.71,3550.28,13.8,13.8,0,0,13.8,0,0,5,2,2,1,4,4,0,0,4,0,0,1,0,0
"302",350.23,16.76,4903.58,368.63,2530.6,2004.36,196.62,40,156.61,0,196.62,0,0,14,9,4,1,13,7,6,0,13,0,0,0.96,0.04,0.04
"302",619.42,9.73,4957.73,136.66,0,4821.07,127.46,0,127.46,0,127.46,0,0,8,6,0,2,6,0,6,0,6,0,0,0.97,0.02,0.03
"302",214.49,39.34,4719.17,685.65,4033.52,0,381.03,59.6,244.02,77.41,381.03,0,0,22,16,6,0,21,12,8,1,21,0,0,0.93,0.07,0.08
"190",93.36,120.6,4014.71,1366.11,583.85,2064.76,1085.49,66.21,523.44,495.84,1085.49,0,0,43,39,3,1,42,14,21,7,42,0,0,0.79,0.21,0.27
"190",189.53,176.64,3980.51,540.64,3439.87,0,1119.69,22,268.62,829.07,1004.48,115.21,0,21,14,7,0,20,5,8,7,18,2,0,0.78,0.22,0.28
"190",180.03,116.3,4140.92,399.83,3741.09,0,943.47,33.6,127.81,782.06,943.47,0,0,23,18,5,0,21,6,5,10,21,0,0,0.81,0.18,0.23
"190",38.75,213.7,3177.85,2221.17,956.68,0,1922.35,127.81,743.26,1051.28,1892.95,29.4,0,82.01,80.01,2,0,82.01,29,39,14,80.01,2,0,0.62,0.38,0.6
"190",530.51,47.65,4774.97,173.01,1130.49,3471.47,324.83,16.2,37.2,271.42,269.22,55.6,0,9,6,2,1,8,3,2,3,7,1,0,0.94,0.06,0.07
"190",486.16,21.4,4861.98,192.62,2744.62,1924.75,238.22,3.4,142.41,92.41,238.22,0,0,10,5,4,1,9,1,7,1,9,0,0,0.95,0.05,0.05
"303",156.73,35.04,4702.17,1261.7,964.88,2475.59,398.03,77.61,320.43,0,398.03,0,0,30,28,1,1,29,16,13,0,29,0,0,0.92,0.08,0.08
"303",108.19,162.58,4111.72,1401.51,2710.21,0,988.48,82.61,442.23,463.64,797.66,190.81,0,38,34,4,0,37,14,17,6,32,5,0,0.81,0.19,0.24
"303",193.96,33.99,4655.37,576.45,4078.92,0,444.83,34.6,328.23,82.01,444.83,0,0,24,19,5,0,24,7,16,1,24,0,0,0.91,0.09,0.1
"303",262.43,50.06,4724.17,415.23,2403.59,1905.35,375.63,51.6,68.21,255.82,375.63,0,0,18,12,5,1,17,10,4,3,17,0,0,0.93,0.07,0.08
"303",302.76,121.86,4238.93,636.45,3602.48,0,861.27,16.4,119.61,725.26,861.27,0,0,14,10,4,0,13,2,4,7,13,0,0,0.83,0.17,0.2
"303",165.82,86.1,4311.54,812.46,1269.5,2229.57,788.26,51.4,297.82,439.03,788.26,0,0,26,21,4,1,25,9,9,7,25,0,0,0.85,0.15,0.18
"18",92.25,163.61,3782.5,1183.89,2598.6,0,1232.5,65.21,502.44,664.85,1232.5,0,0,41,35,6,0,39,12,18,9,39,0,0,0.74,0.24,0.33
"18",113.62,197.32,3863.5,1208.09,793.66,1861.75,1236.7,92.81,203.62,940.27,985.68,251.02,0,34,31,2,1,33,18,10,5,32,1,0,0.76,0.24,0.32
"18",355.07,9.76,4971.39,493.04,1568.72,2909.63,128.81,41.4,87.41,0,128.81,0,0,14,9,4,1,13,9,4,0,13,0,0,0.97,0.03,0.03
"18",24.95,400.03,2220.57,2220.57,0,0,2879.63,152.01,1102.89,1624.73,2492.8,386.83,0,89.01,89.01,0,0,89.01,24,46,19,82.01,7,0,0.44,0.56,1.3
"18",69.23,301.48,3254.06,948.27,2305.78,0,1846.14,55.4,698.05,1092.69,1494.32,351.83,0,47,42,5,0,47,9,26,12,41,6,0,0.64,0.36,0.57
"113",350.95,94.6,4562.76,338.23,324.23,3900.31,537.44,5.4,161.01,371.03,313.62,223.82,0,13,11,1,1,13,2,6,5,10,3,0,0.89,0.11,0.12
"113",1014.6,2.15,5073.4,6,1597.73,3469.67,26.8,12.4,14.4,0,26.8,0,0,5,1,2,2,4,3,1,0,4,0,0,0.99,0.01,0.01
"113",57.19,324.94,3145.45,1802.94,1342.51,0,1954.75,76.41,690.65,1187.69,1298.5,656.25,0,55,53,2,0,54,15,26,13,47,7,0,0.62,0.38,0.62
"113",617.15,20.08,4937.59,49,1329.1,3559.48,162.21,7.4,154.81,0,162.21,0,0,8,5,2,1,7,1,6,0,7,0,0,0.97,0.03,0.03
"113",846.23,2.01,5077.8,277.02,864.27,3936.51,22.4,22.4,0,0,22.4,0,0,6,3,2,1,5,5,0,0,5,0,0,1,0,0
"113",379.68,12.19,4936.19,370.23,2372.59,2193.37,98.21,35.4,62.8,0,57.4,40.8,0,13,9,3,1,11,8,3,0,10,1,0,0.97,0.02,0.02
"113",489.94,13.45,4899.78,74.01,1079.08,3746.69,144.81,18,126.81,0,144.81,0,0,10,7,2,1,9,3,6,0,9,0,0,0.96,0.03,0.03
"203",299.32,24.33,4789.58,251.02,2493.6,2044.96,310.62,29.2,213.22,68.21,310.62,0,0,16,10,5,1,15,5,9,1,15,0,0,0.94,0.06,0.06
"203",123.71,103.92,4330.34,1004.48,3325.86,0,769.86,97.81,226.82,445.23,761.26,5.8,2.8,35,27,8,0,35,21,10,4,33,1,1,0.85,0.15,0.18
"203",5099.8,0,5100.2,0,0,5100.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"203",257.46,93.23,4377.14,380.83,3996.31,0,722.66,9.8,169.01,543.84,722.66,0,0,17,13,4,0,16,3,7,6,16,0,0,0.86,0.14,0.17
"203",38.26,457.32,2563.4,1053.08,1510.32,0,2380.59,70.21,892.27,1418.11,1540.72,764.86,75.01,67.01,64.01,3,0,66.01,13,33,20,47,18,1,0.5,0.47,0.93
"203",339.41,38.12,4752.17,425.03,1555.92,2771.22,348.03,24.4,160.81,162.81,334.23,13.8,0,14,10,3,1,13,4,6,3,12,1,0,0.93,0.07,0.07
"244",114.95,140.65,4023.52,1457.91,497.64,2067.96,1076.68,36.6,470.64,569.44,1076.68,0,0,35,32,2,1,34,7,19,8,34,0,0,0.79,0.21,0.27
"244",57.89,273.65,3302.98,1317.39,1985.59,0,1797.22,72.06,843.96,881.19,1342.01,455.21,0,57.05,52.05,5,0,55.05,12.01,32.03,11.01,48.04,7.01,0,0.65,0.35,0.54
"244",1264.15,4.24,5057,48.8,0,5008.19,43,11.2,31.8,0,43,0,0,4,2,0,2,3,2,1,0,3,0,0,0.99,0.01,0.01
"244",121.12,46.63,4602.96,1601.73,3001.24,0,497.24,148.01,154.01,195.22,497.24,0,0,38,30,8,0,38,28,8,2,38,0,0,0.9,0.1,0.11
"244",172.7,168.49,3799.7,711.26,3088.44,0,1300.5,51.8,159.41,1089.29,1300.5,0,0,22,18,4,0,22,8,6,8,22,0,0,0.75,0.25,0.34
"244",157.54,184.28,4096.32,406.83,2026.16,1663.33,1003.88,47.6,233.22,723.06,482.44,521.44,0,26,22,3,1,25,10,9,6,21,4,0,0.8,0.2,0.25
"264",298.31,45.91,4773.37,176.01,2350.78,2246.58,326.83,45.2,103.41,178.21,326.83,0,0,16,12,3,1,16,9,4,3,16,0,0,0.94,0.06,0.07
"264",1687.4,2.23,5062.6,15.4,1139.29,3907.91,37.6,0,37.6,0,37.6,0,0,3,1,1,1,2,0,2,0,2,0,0,0.99,0.01,0.01
"264",129.72,65.16,4410.75,821.46,1861.75,1727.54,689.45,46,410.83,232.62,689.45,0,0,34,29,4,1,33,14,16,3,33,0,0,0.86,0.14,0.16
"264",93.64,199.9,3868.68,894.97,1041.68,1932.02,1231.12,23.98,859.91,347.23,929.43,301.68,0,41.31,38.29,2.02,1.01,40.31,4.03,31.24,5.04,32.24,8.06,0,0.76,0.24,0.32
"264",1010.48,3.05,5052.8,221.82,1897.55,2933.43,47,6.8,40.2,0,47,0,0,5,2,2,1,4,2,2,0,4,0,0,0.99,0.01,0.01
"264",379.8,15.19,4937.79,575.85,578.85,3783.1,162.41,30.6,131.81,0,162.41,0,0,13,11,1,1,12,7,5,0,12,0,0,0.97,0.03,0.03
"141",131.27,55.81,4594.76,1088.09,0,3506.68,505.44,105.01,317.62,82.81,505.44,0,0,35,34,0,1,34,20,13,1,34,0,0,0.9,0.1,0.11
