"Genotype","Dim_0","Dim_1","Dim_2","Dim_3","Dim_4","Dim_5","Dim_6","Dim_7","Dim_8","Dim_9","Dim_10","Dim_11","Dim_12","Dim_13","Dim_14","Dim_15","Dim_16","Dim_17","Dim_18","Dim_19","Dim_20","Dim_21","Dim_22","Dim_23","Dim_24","Dim_25","Dim_26","Dim_27","Dim_28","Dim_29","Dim_30","Dim_31","Dim_32","Dim_33","Dim_34","Dim_35","Dim_36","Dim_37","Dim_38","Dim_39","Dim_40","Dim_41","Dim_42","Dim_43","Dim_44","Dim_45","Dim_46","Dim_47","Dim_48","Dim_49"
104,7.16384874280469,7.53573513031006,-2.19114897648493,0.257700950484823,0.475567895816358,0.673223296801245,0.515734677513439,0.35527449597915,-1.94955629110337,0.478857482473056,0.379783833479836,0.400129438890502,0.462096778055033,0.560919854075604,0.337585174854748,0.423938165308547,0.13633223031997,0.393541347249392,0.530051887035372,0.719852990272498,-0.329846433065091,0.339381045637774,-2.60574919503797,-2.44884204396902,-1.25139617919922,0.00258751188921937,0.00518329368033885,0.00189966965613313,0.00209647547313708,0.00221531010259365,0.00229827318082196,0.0041239642145133,0.00333361770026386,0.00244144038594043,0.00258234312059352,0.00315567493224224,0.00187918740751531,0.00304122835334827,0.00287903809390877,0.0030629890438323,0.00206177336536191,0.00288070334686513,0.00125960427856103,0.00315331553186601,0.0020076535784642,0.0032171799553946,0.00109989305213397,0.00184705929568958,0.00443537898033908,0.00283834124715863
105,6.27609202712728,6.74076128005982,-2.10593438148499,0.450364551079986,0.511218052557618,0.472260584314471,0.191248419899364,0.295933254938015,-1.83088123955802,0.470456354662296,0.458287489287736,0.703846134630428,0.501719774746687,0.311244446558261,0.136466394085458,0.507766972097344,0.275606499009045,0.460724144360857,0.649588736719369,0.737315383912842,-0.35719486573698,0.275326614344279,-2.61120959274426,-2.34669305130719,-1.2974043499043,0.00290235097082897,0.00561002253211793,0.00229011774255331,0.0029410875703026,0.00323907967832313,0.00261393488709861,0.00519866534068648,0.00471494273127367,0.00285336156314378,0.00297637660669583,0.00406326673471249,0.00231121259317687,0.00362980949413566,0.00269246922062395,0.00296821975471407,0.00258208867357697,0.00358798589706227,0.00157724319466711,0.00406148990668704,0.00239173314911822,0.00371997988401791,0.00175496162913547,0.00203457131297266,0.00465763087103014,0.00389073986246866
107,7.07355551926625,6.91645208994548,-2.1534507671992,0.0132133757680826,0.249711779730289,0.491657643268501,0.343269258737562,0.240892770389716,-1.87051961819331,0.553370356559753,0.549723356894586,0.516459829829063,0.321870798865955,0.461277357455567,0.425508669107912,0.570272563222145,0.386023571260421,0.549191103490415,0.580550151566666,0.698831105385242,-0.327990140152608,0.323590754158851,-2.48556784155759,-2.30506298970048,-1.6695056160291,0.00254016995323453,0.00571260805611975,0.00184599511596241,0.00208453091604075,0.00242125548616895,0.00259929681680583,0.00441979025735165,0.00405260225913177,0.00309039824667163,0.00352117506554344,0.00421345373136622,0.0025208564281153,0.00390690805582101,0.00315965226583605,0.00347375032948128,0.00246189156623586,0.00352516955442774,0.00158541648316,0.00350984950394681,0.00270387293685806,0.00367709269176035,0.00137095940210292,0.00199504763517892,0.00516774081878884,0.00281827966203478
108,6.66369117547601,6.77083428700765,-2.06928906838099,0.557178879756834,0.463319178070896,0.418031387107702,0.296681734023138,0.299477961094508,-1.81876867503611,0.601500890342558,0.44234693435691,0.435159905467792,0.564806334247194,0.661146352828225,0.449329168533166,0.516823294693436,0.168449206447104,0.328556674960639,0.513187814562467,0.569760638177418,-0.38204772641542,0.380380957330967,-2.69235738803236,-2.56573884494783,-1.50834400602471,0.00231023603881691,0.00466479017393664,0.00192102150173253,0.00270444911319186,0.00280385267634047,0.00215198818675078,0.00402488487032755,0.00339545162084202,0.0025089381487625,0.00275558960515274,0.00332131130211849,0.00201733799797348,0.00316532198174068,0.00245483331062192,0.00276487584870486,0.00239076077229198,0.00318354992629723,0.00135300844587411,0.00305447755405608,0.00209845663875722,0.00312014308325193,0.0014250570559321,0.00164450361106215,0.00397427945050156,0.00284205098596766
110,6.76940731320038,6.44763326644897,-2.1577583750089,0.422477037941062,0.372365492397388,0.427090587717729,0.440172223645605,0.64606790436713,-1.55301132272971,0.605692093774109,0.462142669083433,0.376771285953438,0.257257354226941,0.418199568433127,0.413973649182474,0.484951441839606,0.115554598661616,0.265744261550012,0.396054784631481,0.591306018962998,-0.310144165910077,0.349446131092618,-2.64214067201588,-2.45811999336905,-1.12277578775523,0.0035666675263122,0.00640434691714168,0.00271052427548855,0.00297868771496961,0.00329698244455772,0.00311781746377506,0.00564669467896872,0.00599585295033952,0.004090161682359,0.00521282759008498,0.00472611885884461,0.0025821053198485,0.0038701042262562,0.00330956582510388,0.0039420859300015,0.00307792709613439,0.00343951462431794,0.00150212124043784,0.00349862462104896,0.002349134809958,0.00424639493598609,0.00170310730608544,0.00226302898034753,0.00646804910947204,0.00460004692689545
111,6.69619652075298,7.07322438557943,-1.91337104638418,0.716047421556124,0.625547545494609,0.571297446886694,0.337129001816112,0.314929155011972,-1.95385162035625,0.517037188013395,0.467032824175656,0.544153624697138,0.502777342995009,0.528056382337642,0.498203791146331,0.415136337875119,0.0748037078243409,0.213611584557132,0.458036519587042,0.555519163396494,-0.488910702018257,0.354881293865596,-2.64283653080535,-2.54214822614347,-1.69063452879588,0.00269255842547898,0.00566615754458423,0.00235306186828533,0.00327687506295743,0.00310686517460538,0.00222199564283125,0.00445738174654503,0.00352426129393279,0.00252953038204175,0.0027487852397219,0.00332088159231996,0.00208358848855519,0.00341549370427402,0.00262091178050963,0.00292462741758245,0.00237073602294569,0.00296482339468705,0.00136431247166609,0.0029051981594724,0.00216277630179033,0.00313619189904898,0.00140520179953775,0.00174080069749814,0.00408660267328683,0.00306043971950221
112,7.16318191267005,7.30280923843384,-2.17645200093587,0.495915553955103,0.375710410859552,0.538460969924922,0.465429668625194,0.231139975289504,-1.86766866842906,0.637909794847171,0.561466372033151,0.511959857542461,0.496272128075363,0.629630132844852,0.410380865114301,0.368790270740986,0.25219999838074,0.466499905552043,0.370054356753828,0.42978024266907,-0.442774504078909,0.407382164332504,-2.68607823976217,-2.41818231203856,-0.998068297902742,0.00218686286624488,0.00505318667088465,0.00187375778046731,0.00232747392711207,0.0022886703625124,0.00191322709889049,0.00396365973254207,0.00309351187509795,0.00251949556074431,0.00305058997279648,0.00306385474043132,0.00189260841580106,0.00303558471050443,0.00269983640590494,0.00329388713102307,0.00212517612647781,0.0026264490206379,0.00120528297292276,0.00240131428775688,0.00158400581247383,0.00303077993531756,0.00111555018076121,0.00173951608445319,0.00410453957510403,0.00301236296864629
113,6.21524890160989,6.56055000850133,-2.09094098636082,0.315047816571055,0.395196854738461,0.538863040787918,0.364838161879475,0.188907814239964,-1.94728438546259,0.45530908233134,0.442164765878179,0.509798273979612,0.426142791698886,0.462367523982499,0.301148318449801,0.464792675526273,0.247721487608726,0.429190940806045,0.558805625091289,0.69546373733082,-0.216251361312024,0.483994516659857,-2.4461535664808,-2.37570916273668,-1.60765706871793,0.00291450482039942,0.0056708445720013,0.00232801676852209,0.00303419582237284,0.00329008509927327,0.00274670989602611,0.00491158694410846,0.00407028110099158,0.00315143703579594,0.00309341564403297,0.00427968192279792,0.00260983179045971,0.0040688782698861,0.00340058738220613,0.00333552615879971,0.00292346107846696,0.00384927872054015,0.00190268991787264,0.00430478952406209,0.00305046127865099,0.00418009318613023,0.00200156027458004,0.00242596933683463,0.00485047646945663,0.00360235077561095
114,6.56644199160067,6.3263422648112,-2.18750699361165,0.392032659628145,0.489239819091397,0.674141893784201,0.44511476655801,0.392015842099984,-1.85966261227926,0.342039992411931,0.427580452243852,0.428032864709075,0.394788444042207,0.532987928588913,0.384678294966933,0.495847804701094,0.0525302498980865,0.211144932715933,0.518156933287781,0.725610445405126,-0.293442436867595,0.375145994149752,-2.56369186472104,-2.31942288082855,-1.05529942115148,0.00308378620585585,0.00504411771672093,0.00239401563220129,0.00278938280925942,0.00284924295892882,0.00287608999718584,0.00503073549888693,0.00500477105379105,0.00316093301400993,0.00320596034483357,0.00443075269072598,0.00247501739067955,0.00383752894228349,0.00318268601824354,0.00345868859788464,0.00282723206232795,0.00368032093966387,0.00149673119904296,0.00399281561840326,0.00245750176515452,0.00409728520879241,0.00179045749669652,0.00220719167166211,0.00545798255806467,0.0039351035271769
115,6.9844235576412,6.57483911514282,-1.79818501075109,0.579306686227758,0.373667833559962,0.554177720099683,0.352336247762043,0.345604836940765,-1.7458932598432,0.54860449830691,0.583420773800934,0.67721313389132,0.544413546721142,0.462576341482227,0.446026459254516,0.482777126608175,0.256232936536941,0.497366696366843,0.586870796978475,0.474810414820717,-0.494280858064925,0.261080397977306,-2.83456682121826,-2.5414850529721,-1.71591085195541,0.00249618564102618,0.00513335663899631,0.00190482233139299,0.00267386511339343,0.00257214475829573,0.00225552371898859,0.00427900559212869,0.00429126880286882,0.00287876956584951,0.00318622426129871,0.00375486598029489,0.00235119240824132,0.00377643640928541,0.00266568285643751,0.00285485205918005,0.00227359214373283,0.00342124283406328,0.00139485570399775,0.00301289090809103,0.00210121860801735,0.00356981628972542,0.00141088866482628,0.0016512157910712,0.00441493099916351,0.00309946794184453
